station,站名,lon,lat
57466,枝江,111.75,30.433333333333334
57469,松滋,111.76666666666667,30.183333333333334
57474,江陵,112.15,30.35
57475,潜江,112.88333333333334,30.416666666666668
57476,荆州,112.18333333333334,30.333333333333332
57477,公安,112.21666666666667,30.066666666666666
57481,应城,113.56666666666666,30.95
57482,孝感,113.95,30.9
57483,天门,113.16666666666667,30.666666666666668
57485,仙桃,113.43333333333334,30.366666666666667
57486,汉川,113.85,30.65
57489,蔡甸,114.0,30.416666666666668
57491,黄陂,114.4,30.866666666666667
57492,新洲,114.8,30.583333333333332
57493,江夏,114.31666666666666,30.35
57494,武汉,114.13333333333334,30.616666666666667
57496,鄂州,114.88333333333334,30.4
57498,黄冈,114.88333333333334,30.45
57499,大冶,114.96666666666667,30.1
57540,咸丰,109.15,29.683333333333334
57541,宣恩,109.48333333333333,30.0
57543,鹤峰,110.03333333333333,29.9
57545,来凤,109.41666666666667,29.516666666666666
57571,石首,112.38333333333334,29.7
57573,监利,112.9,29.833333333333332
57581,洪湖,113.45,29.816666666666666
57582,赤壁,113.88333333333334,29.716666666666665
57583,嘉鱼,113.91666666666667,29.983333333333334
57586,崇阳,114.03333333333333,29.533333333333335
57589,通城,113.8,29.25
57590,咸宁,114.33333333333333,29.833333333333332
57595,通山,114.5,29.6
58401,罗田,115.4,30.783333333333335
58402,英山,115.66666666666667,30.733333333333334
58404,浠水,115.25,30.45
58407,黄石,115.05,30.25
58408,蕲春,115.43333333333334,30.233333333333334
58409,黄梅,115.93333333333334,30.066666666666666
58500,阳新,115.2,29.85
58501,武穴,115.55,29.85
57544,龙山,109.45,29.466666666666665
57554,桑植,110.16666666666667,29.4
57558,张家界,110.46666666666667,29.133333333333333
57562,石门,111.36666666666666,29.583333333333332
57564,慈利,111.13333333333334,29.433333333333334
57565,澧县,111.75,29.65
57566,临澧,111.65,29.45
57574,南县,112.4,29.366666666666667
57575,华容,112.56666666666666,29.516666666666666
57577,安乡,112.16666666666667,29.4
57584,岳阳,113.08333333333333,29.383333333333333
57585,临湘,113.45,29.483333333333334
57640,花垣,109.45,28.583333333333332
57642,保靖,109.63333333333334,28.7
57643,永顺,109.83333333333333,29.0
57646,古丈,109.95,28.616666666666667
57649,吉首,109.73333333333333,28.316666666666666
57655,沅陵,110.4,28.466666666666665
57657,泸溪,110.2,28.233333333333334
57658,辰溪,110.2,28.016666666666666
57661,桃源,111.48333333333333,28.916666666666668
57662,常德,111.68333333333334,29.05
57663,汉寿,111.95,28.916666666666668
57666,桃江,112.13333333333334,28.516666666666666
57669,安化,111.21666666666667,28.383333333333333
57671,沅江,112.36666666666666,28.85
57673,湘阴,112.88333333333334,28.683333333333334
57674,赫山区,112.38333333333334,28.566666666666666
57678,宁乡,112.55,28.25
57679,马坡岭,113.08333333333333,28.2
57680,汨罗,113.06666666666666,28.8
57682,平江,113.56666666666666,28.716666666666665
57687,长沙,112.91666666666667,28.216666666666665
57688,浏阳,113.63333333333334,28.15
57740,凤凰,109.6,27.95
57743,麻阳,109.8,27.883333333333333
57744,新晃,109.16666666666667,27.366666666666667
57745,芷江,109.68333333333334,27.45
57746,鹤城区,109.96666666666667,27.55
57749,怀化,110.0,27.566666666666666
57752,溆浦,110.6,27.916666666666668
57754,黔阳,110.15,27.35
57758,洞口,110.58333333333333,27.066666666666666
57760,冷水江,111.43333333333334,27.7
57761,新化,111.3,27.75
57762,涟源,111.68333333333334,27.7
57763,娄底,112.0,27.733333333333334
57766,邵阳,111.46666666666667,27.233333333333334
59854,屯昌,110.1,19.366666666666667
59855,琼海,110.46666666666667,19.233333333333334
59856,文昌,110.75,19.616666666666667
59940,乐东,109.16666666666667,18.75
59941,通什,109.51666666666667,18.766666666666666
59945,保亭,109.7,18.65
59948,三亚,109.51666666666667,18.233333333333334
59951,万宁,110.36666666666666,18.8
59954,陵水,110.03333333333333,18.5
59981,西沙,112.33333333333333,16.833333333333332
59985,珊瑚岛,111.61666666666666,16.533333333333335
59792,东沙岛,116.71666666666667,20.666666666666668
59853,清兰,110.81666666666666,19.566666666666666
59995,永暑礁,112.88333333333334,9.383333333333333
59997,南沙岛,114.36666666666666,10.383333333333333
50136,漠河,122.51666666666667,52.96666666666667
50137,北极村,122.36666666666666,53.46666666666667
50246,塔河,124.71666666666667,52.31666666666667
50247,呼中,123.66666666666667,52.05
50349,新林,124.33333333333333,51.7
50353,呼玛,126.65,51.71666666666667
50442,大兴安岭,124.11666666666666,50.4
50468,黑河,127.45,50.25
50557,嫩江,125.23333333333333,49.166666666666664
50564,孙吴,127.35,49.43333333333333
50566,逊克,128.46666666666667,49.583333333333336
50646,讷河,124.85,48.483333333333334
50655,五大连池,126.18333333333334,48.5
50656,北安,126.51666666666667,48.28333333333333
50658,克山,125.88333333333334,48.05
50659,克东,126.25,48.03333333333333
50673,嘉荫,130.4,48.88333333333333
50674,乌伊岭,129.43333333333334,48.56666666666667
50739,龙江,123.18333333333334,47.333333333333336
50741,甘南,123.5,47.93333333333333
50742,富裕,124.48333333333333,47.8
50745,齐齐哈尔,123.91666666666667,47.38333333333333
50749,林甸,124.83333333333333,47.18333333333333
50750,依安,125.3,47.9
50755,拜泉,126.1,47.6
50756,海伦,126.96666666666667,47.43333333333333
50458,明水,125.9,47.166666666666664
50767,绥棱,127.1,47.233333333333334
50772,五营,129.25,48.11666666666667
50774,伊春,128.91666666666666,47.733333333333334
50775,鹤岗,130.33333333333334,47.36666666666667
50776,萝北,130.83333333333334,47.56666666666667
50778,同江,132.5,47.63333333333333
50779,扶远,134.28333333333333,48.36666666666667
50787,绥滨,131.85,47.28333333333333
50788,富锦,131.98333333333332,47.233333333333334
50842,杜尔伯特,124.43333333333334,46.86666666666667
50844,泰来,123.41666666666667,46.4
50851,青冈,126.1,46.68333333333333
50852,望奎,126.48333333333333,46.86666666666667
50853,北林,126.96666666666667,46.61666666666667
50854,安达,125.31666666666666,46.38333333333333
50858,肇东,125.96666666666667,46.06666666666667
50859,兰西,126.26666666666667,46.25
50861,庆安,127.48333333333333,46.88333333333333
50862,铁力,128.01666666666668,46.983333333333334
50867,巴彦,127.35,46.083333333333336
50871,汤原,129.88333333333333,46.733333333333334
50873,佳木斯,130.28333333333333,46.81666666666667
50877,依兰,129.58333333333334,46.3
50878,桦川,130.71666666666667,47.016666666666666
50879,桦南,130.51666666666668,46.2
50880,集贤,131.13333333333333,46.71666666666667
50884,双鸭山,131.15,46.63333333333333
50888,宝清,132.18333333333334,46.31666666666667
50892,侥河,134.0,46.8
50950,肇州,125.25,45.7
50953,哈尔滨,126.76666666666667,45.75
50954,肇源,125.08333333333333,45.5
50955,双城,126.3,45.38333333333333
50956,呼兰,126.6,46.0
50958,阿城,126.95,45.516666666666666
50960,宾县,127.45,45.78333333333333
50962,木兰,128.03333333333333,45.95
50963,通河,128.73333333333332,45.96666666666667
50964,方正,128.8,45.833333333333336
50965,延寿,128.3,45.45
50968,尚志,127.96666666666667,45.21666666666667
50971,七台河,130.01666666666668,45.766666666666666
50973,勃利,130.58333333333334,45.75
50978,鸡西,130.95,45.28333333333333
50979,林口,130.23333333333332,45.266666666666666
50983,虎林,132.96666666666667,45.766666666666666
50985,密山,131.86666666666667,45.55
50987,鸡东,131.13333333333333,45.25
54080,五常,127.15,44.9
54092,海林,129.4,44.583333333333336
54093,穆棱,130.55,44.93333333333333
54094,牡丹江,129.6,44.56666666666667
54096,绥芬河,131.15,44.38333333333333
54098,宁安,129.46666666666667,44.333333333333336
54099,东宁,131.18333333333334,44.1
54084,龙风山,127.6,44.733333333333334
57249,竹溪,109.68333333333334,32.31666666666667
57251,郧西,110.41666666666667,33.0
57253,郧县,110.81666666666666,32.85
57256,十堰,110.78333333333333,32.65
57257,竹山,110.23333333333333,32.233333333333334
57259,房县,110.76666666666667,32.03333333333333
57260,丹江口,111.51666666666667,32.56666666666667
57265,老河口,111.66666666666667,32.38333333333333
57268,谷城,111.63333333333334,32.266666666666666
57277,襄阳,112.18333333333334,32.083333333333336
57278,襄樊,112.16666666666667,32.03333333333333
57279,枣阳,112.75,32.15
57355,巴东,110.33333333333333,31.033333333333335
57358,秭归,110.96666666666667,30.833333333333332
57359,兴山,110.76666666666667,31.233333333333334
59449,博白,109.98333333333333,22.266666666666666
59451,北流,110.35,22.7
59452,容县,110.53333333333333,22.85
59453,玉林,110.16666666666667,22.65
59454,岑溪,111.0,22.916666666666668
59457,陆川,110.26666666666667,22.316666666666666
59620,板栏,107.18333333333334,21.766666666666666
59626,东兴,107.96666666666667,21.533333333333335
59631,防城,108.35,21.783333333333335
59632,钦州,108.61666666666666,21.95
59640,合浦,109.18333333333334,21.666666666666668
59644,北海,109.13333333333334,21.45
59647,涠洲岛,109.1,21.033333333333335
59635,防城港,,21.616666666666667
59432,南宁市区,108.35,22.816666666666666
56598,赫章,104.73333333333333,27.133333333333333
56691,威宁,104.28333333333333,26.866666666666667
56693,水城,104.86666666666666,26.583333333333332
56792,普安,104.96666666666667,25.783333333333335
56793,盘县,104.61666666666666,25.783333333333335
57606,桐梓,106.83333333333333,28.133333333333333
57609,赤水,105.7,28.583333333333332
57614,习水,106.21666666666667,28.333333333333332
57623,道真,107.6,28.883333333333333
57625,正安,107.45,28.55
57634,务川,107.88333333333334,28.516666666666666
57636,沿河,108.5,28.566666666666666
57637,德江,108.11666666666666,28.25
57647,松桃,109.18333333333334,28.15
57707,毕节,105.28333333333333,27.3
57708,大方,105.6,27.15
57710,仁怀,106.41666666666667,27.816666666666666
57713,遵义,106.88333333333334,27.7
57714,金沙,106.23333333333333,27.466666666666665
57717,遵义县,106.81666666666666,27.533333333333335
57718,息烽,106.73333333333333,27.1
57719,开阳,106.96666666666667,27.066666666666666
57720,绥阳,107.16666666666667,27.95
57722,湄潭,107.46666666666667,27.766666666666666
57723,凤冈,107.71666666666667,27.983333333333334
57728,瓮安,107.46666666666667,27.066666666666666
57729,余庆,107.88333333333334,27.233333333333334
57730,塘头,108.18333333333334,27.75
57731,思南,108.25,27.95
57732,印江,108.4,28.016666666666666
57734,石阡,108.23333333333333,27.566666666666666
57735,岑巩,108.71666666666667,27.233333333333334
57736,江口,108.85,27.7
57737,施秉,108.13333333333334,27.033333333333335
57738,镇远,108.41666666666667,27.05
57739,玉屏,108.88333333333334,27.233333333333334
57741,铜仁,109.18333333333334,27.716666666666665
57742,万山,109.2,27.516666666666666
57800,纳雍,105.36666666666666,26.766666666666666
57803,黔西,106.01666666666667,27.033333333333335
57805,织金,105.76666666666667,26.683333333333334
57806,安顺,105.91666666666667,26.25
57807,六枝,105.46666666666667,26.2
57808,普定,105.75,26.316666666666666
57809,镇宁,105.76666666666667,26.05
57811,修文,106.6,26.85
57813,清镇,106.46666666666667,26.566666666666666
57814,平坝,106.26666666666667,26.416666666666668
57816,贵阳,106.73333333333333,26.583333333333332
57818,长顺,106.45,26.033333333333335
57821,福泉,107.5,26.7
57822,黄平,107.9,26.9
57823,黄平旧洲,107.78333333333333,27.0
57824,贵定,107.23333333333333,26.583333333333332
57825,凯里,107.98333333333333,26.6
57826,炉山,107.78333333333333,26.65
57827,都匀,107.51666666666667,26.266666666666666
57828,麻江,107.58333333333333,26.5
57829,丹寨,107.8,26.2
57832,三穗,108.66666666666667,26.966666666666665
57834,台江,108.3,26.683333333333334
57835,剑河,108.63333333333334,26.483333333333334
57837,雷山,108.06666666666666,26.4
57839,黎平,109.15,26.233333333333334
57840,天柱,109.2,26.9
57844,锦屏,109.18333333333334,26.683333333333334
57900,晴隆,105.21666666666667,25.833333333333332
57902,兴仁,105.18333333333334,25.433333333333334
57903,关岭,105.6,25.933333333333334
57905,贞丰,105.63333333333334,25.4
57906,望谟,106.08333333333333,25.183333333333334
57907,兴义,104.9,25.083333333333332
57908,安龙,105.48333333333333,25.116666666666667
57909,册亨,105.81666666666666,24.983333333333334
57910,紫云,106.08333333333333,25.766666666666666
57911,白云,106.61666666666666,26.683333333333334
57912,惠水,106.63333333333334,26.133333333333333
57913,龙里,106.98333333333333,26.45
57914,花溪,106.66666666666667,26.416666666666668
57915,乌当,106.76666666666667,26.633333333333333
57916,罗甸,106.76666666666667,25.433333333333334
57921,平塘,107.31666666666666,25.833333333333332
57922,独山,107.55,25.833333333333332
57923,三都,107.86666666666666,25.983333333333334
57926,荔波,107.88333333333334,25.416666666666668
57932,榕江,108.53333333333333,25.966666666666665
57936,从江,108.9,25.583333333333332
59757,琼山,110.36666666666666,20.0
59758,海口,110.35,20.033333333333335
59838,东方,108.61666666666666,19.1
59842,临高,109.68333333333334,19.9
59843,澄迈,110.0,19.733333333333334
59845,儋州,109.58333333333333,19.516666666666666
59847,昌江,109.05,19.266666666666666
59848,白沙,109.43333333333334,19.233333333333334
59849,琼中,109.83333333333333,19.033333333333335
59851,定安,110.33333333333333,19.7
59470,新兴,112.21666666666667,22.716666666666665
59471,云浮,112.05,22.933333333333334
59473,鹤山,112.96666666666667,22.766666666666666
59475,开平,112.68333333333334,22.366666666666667
59476,新会,113.03333333333333,22.533333333333335
59477,恩平,112.3,22.183333333333334
59478,台山,112.78333333333333,22.25
59480,顺德,113.25,22.85
59481,番禺,113.36666666666666,22.95
59485,中山,113.35,22.533333333333335
59487,斗门,113.28333333333333,22.216666666666665
59488,珠海,113.58333333333333,22.283333333333335
59492,惠东,114.7,22.916666666666668
59493,深圳,114.1,22.55
59500,海丰,115.31666666666666,22.966666666666665
59501,汕尾,115.36666666666666,22.8
59502,陆丰,115.65,22.95
59505,遮浪,115.56666666666666,22.65
59650,遂溪,110.25,21.383333333333333
59653,高州,110.85,21.933333333333334
59654,廉江,110.28333333333333,21.633333333333333
59655,化州,110.61666666666666,21.65
59656,吴川,110.76666666666667,21.433333333333334
59658,湛江,110.4,21.216666666666665
59659,茂名,110.88333333333334,21.65
59663,阳江,111.96666666666667,21.866666666666667
59664,电白,111.0,21.5
59673,上川岛,112.76666666666667,21.733333333333334
59681,黄茅洲,113.95,21.816666666666666
59750,雷州,110.1,20.916666666666668
59752,硇洲,110.61666666666666,20.9
59754,徐闻,110.16666666666667,20.333333333333332
57859,资源,110.63333333333334,26.033333333333335
57927,天峨,107.16666666666667,25.0
57941,三江,109.6,25.783333333333335
57942,龙胜,110.0,25.8
57947,融安,109.4,25.216666666666665
57948,融水,109.25,25.083333333333332
57949,永福,110.0,24.983333333333334
57954,临桂,110.18333333333334,25.233333333333334
57955,兴安,110.66666666666667,25.616666666666667
57956,灵川,110.31666666666666,25.416666666666668
57957,桂林,110.3,25.316666666666666
57958,雁山农试站,110.31666666666666,25.083333333333332
57960,全州,111.06666666666666,25.933333333333334
57964,灌阳,111.15,25.5
59001,隆林,105.33333333333333,24.783333333333335
59004,西林,105.1,24.5
59012,乐业,106.55,24.783333333333335
59015,凌云,106.56666666666666,24.35
59017,田林,106.23333333333333,24.283333333333335
59021,凤山,107.03333333333333,24.55
59022,南丹,107.55,24.983333333333334
59023,河池,108.05,24.7
59025,东兰,107.36666666666666,24.516666666666666
59027,巴马,107.25,24.133333333333333
59031,环江,108.25,24.833333333333332
59033,罗城,108.9,24.783333333333335
59034,宜州,108.66666666666667,24.483333333333334
59037,都安,108.1,23.933333333333334
59038,忻城,108.65,24.066666666666666
59041,柳城,109.25,24.65
59044,沙塘,109.38333333333334,24.466666666666665
59045,鹿寨,109.75,24.483333333333334
59046,柳州,109.4,24.35
59047,柳江,109.33333333333333,24.25
59051,阳朔,110.5,24.766666666666666
59052,恭城,110.81666666666666,24.833333333333332
59053,平乐,110.66666666666667,24.616666666666667
59055,荔浦,110.4,24.5
59057,金秀,110.18333333333334,24.133333333333333
59058,蒙山,110.51666666666667,24.2
59059,昭平,110.8,24.183333333333334
59061,富川,111.26666666666667,24.816666666666666
59064,钟山,111.31666666666666,24.55
59065,贺州,111.53333333333333,24.416666666666668
59209,那坡,105.83333333333333,23.416666666666668
59211,百色,106.6,23.9
